Date,User ID,Registration Source,Subscription Status,Subscription Start Date,Subscription End Date,Number of Active Widgets,Number of Widget Interactions,Time Spent on Platform,Location
2023-12-17,U00355,Organic,Monthly,2023-12-29,,4,1536,469,Germany
2023-12-19,U00356,PPC,Monthly,2024-01-01,,1,101,18,Germany
2023-02-23,U00357,Organic,Free Trial,2023-02-25,,6,1656,216,France
2023-08-13,U00358,PPC,Inactive,2023-08-15,2023-09-29,0,0,54,Germany
2023-10-01,U00359,Referral,Inactive,2023-10-13,2023-12-08,0,0,430,UK
2023-07-07,U00360,PPC,Monthly,2023-07-12,,8,136,462,Brazil
2023-03-20,U00361,Organic,Monthly,2023-03-23,,3,1431,412,Brazil
2023-03-18,U00362,PPC,Free Trial,2023-03-28,,6,2274,340,France
2023-08-05,U00363,PPC,Monthly,2023-08-15,,2,904,466,USA
2023-02-16,U00364,PPC,Monthly,2023-02-22,,9,3726,492,Germany
2023-11-01,U00365,Referral,Monthly,2023-11-07,,2,660,36,UK
2023-09-10,U00366,Organic,Inactive,2023-09-24,2023-10-28,0,0,406,France
2023-12-03,U00367,Referral,Monthly,2023-12-05,,2,834,450,France
2023-02-18,U00368,Referral,Monthly,2023-02-26,,9,1503,197,USA
2022-12-31,U00369,Organic,Annual,2023-01-03,,1,369,1328,India
2023-01-15,U00370,Organic,Free Trial,2023-01-23,,5,540,18,Germany
2023-01-24,U00371,Organic,Monthly,2023-01-30,,1,234,243,UK
2023-11-05,U00372,Organic,Monthly,2023-11-07,,5,1745,101,France
2023-03-27,U00373,Organic,Monthly,2023-03-31,,8,3600,86,Germany
2023-03-13,U00374,PPC,Annual,2023-03-20,,8,1736,615,UK
2023-12-21,U00375,Organic,Monthly,2024-01-01,,8,656,253,Brazil
2023-09-29,U00376,Organic,Annual,2023-10-12,,2,976,963,Brazil
2023-10-27,U00377,Social Media,Monthly,2023-11-04,,8,3280,164,UK
2023-05-26,U00378,Organic,Monthly,2023-05-30,,5,340,227,Brazil
2023-08-17,U00379,Social Media,Inactive,2023-08-22,2023-10-16,0,0,456,France
2023-04-13,U00380,Organic,Free Trial,2023-04-17,,7,511,486,Germany
2023-04-15,U00381,Organic,Free Trial,2023-04-19,,6,1590,294,UK
2023-03-27,U00382,PPC,Monthly,2023-03-31,,5,285,159,France
2023-06-10,U00383,PPC,Free Trial,2023-06-24,,1,288,338,Germany
2023-01-15,U00384,Social Media,Free Trial,2023-01-24,,1,207,97,Germany
2023-09-01,U00385,Social Media,Monthly,2023-09-08,,6,1002,115,France
2023-06-14,U00386,Social Media,Monthly,2023-06-20,,7,2240,412,Germany
2023-06-05,U00387,Organic,Monthly,2023-06-08,,1,16,303,India
2023-03-16,U00388,Organic,Inactive,2023-03-25,2023-05-09,0,0,104,UK
2023-01-29,U00389,Social Media,Monthly,2023-02-02,,4,1508,262,UK
2023-08-06,U00390,Social Media,Inactive,2023-08-12,2023-09-09,0,0,48,Germany
2023-05-10,U00391,Referral,Free Trial,2023-05-19,,2,230,408,France
2023-05-13,U00392,PPC,Monthly,2023-05-14,,8,3744,264,USA
2023-12-07,U00393,Organic,Inactive,2023-12-21,2024-01-25,0,0,63,Brazil
2023-10-21,U00394,Social Media,Monthly,2023-10-24,,3,831,425,Germany
2023-08-26,U00395,Organic,Annual,2023-09-07,,9,621,1276,USA
2023-03-25,U00396,Referral,Monthly,2023-04-04,,2,634,119,Germany
2023-02-24,U00397,Social Media,Free Trial,2023-03-06,,6,2520,263,USA
2023-06-01,U00398,PPC,Monthly,2023-06-07,,4,596,121,Germany
2023-03-12,U00399,Social Media,Monthly,2023-03-22,,7,2842,183,France
2023-08-25,U00400,Social Media,Inactive,2023-09-04,2023-10-11,0,0,198,Brazil
2023-04-04,U00401,Organic,Free Trial,2023-04-13,,9,4257,230,USA
2023-09-15,U00402,Referral,Inactive,2023-09-26,2023-10-12,0,0,258,India
2023-02-04,U00403,PPC,Inactive,2023-02-12,2023-03-02,0,0,61,France
2023-07-21,U00404,Social Media,Free Trial,2023-07-28,,1,422,171,Brazil
2023-08-03,U00405,Organic,Monthly,2023-08-16,,2,344,466,Germany
2023-03-27,U00406,Social Media,Inactive,2023-04-03,2023-05-11,0,0,44,USA
2023-04-06,U00407,Organic,Inactive,2023-04-08,2023-06-02,0,0,463,Brazil
2023-06-07,U00408,Organic,Monthly,2023-06-19,,2,80,46,UK
2023-05-28,U00409,Referral,Monthly,2023-05-29,,4,1368,343,France
2023-05-17,U00410,Organic,Monthly,2023-05-19,,1,85,326,USA
2023-04-27,U00411,Organic,Monthly,2023-05-11,,7,1764,120,France
2023-05-01,U00412,Referral,Free Trial,2023-05-15,,4,1304,379,USA
2023-06-03,U00413,Referral,Annual,2023-06-14,,8,2136,1669,UK
2023-10-06,U00414,PPC,Free Trial,2023-10-16,,9,3834,18,India
2023-02-15,U00415,PPC,Free Trial,2023-02-23,,9,4185,284,UK
2023-03-14,U00416,PPC,Monthly,2023-03-26,,3,597,480,Germany
2023-09-13,U00417,Organic,Monthly,2023-09-23,,5,2490,130,France
2023-10-03,U00418,Organic,Monthly,2023-10-13,,6,2316,114,India
2023-06-27,U00419,PPC,Monthly,2023-07-05,,6,1944,165,France
2023-07-17,U00420,Social Media,Monthly,2023-07-22,,8,2440,345,Brazil
2023-06-04,U00421,Social Media,Free Trial,2023-06-08,,6,1116,35,USA
2023-06-22,U00422,Social Media,Monthly,2023-07-04,,6,2988,431,Germany
2023-11-13,U00423,Organic,Inactive,2023-11-18,2024-01-10,0,0,305,Germany
2023-06-17,U00424,PPC,Monthly,2023-06-22,,7,2121,34,France
2023-08-05,U00425,Organic,Monthly,2023-08-18,,8,2856,364,Germany
2023-11-18,U00426,PPC,Monthly,2023-12-02,,3,648,383,France
2023-04-25,U00427,PPC,Inactive,2023-05-01,2023-05-29,0,0,78,USA
2023-09-08,U00428,Social Media,Free Trial,2023-09-15,,3,1059,336,USA
2023-03-31,U00429,Organic,Monthly,2023-04-04,,8,1200,160,France
2023-10-12,U00430,Organic,Annual,2023-10-13,,1,94,1951,UK
2023-10-09,U00431,Organic,Monthly,2023-10-22,,1,191,74,UK
2023-11-08,U00432,Social Media,Free Trial,2023-11-10,,6,2046,159,USA
2023-11-23,U00433,PPC,Monthly,2023-12-07,,9,1233,329,India
2023-12-09,U00434,Organic,Free Trial,2023-12-20,,4,1112,254,UK
2023-04-16,U00435,Organic,Monthly,2023-04-22,,6,288,461,France
2023-12-30,U00436,Social Media,Annual,2024-01-02,,5,160,1942,USA
2023-01-08,U00437,Organic,Free Trial,2023-01-21,,1,251,165,Germany
2023-08-18,U00438,Social Media,Inactive,2023-08-30,2023-09-20,0,0,121,Germany
2023-03-06,U00439,Social Media,Free Trial,2023-03-13,,9,1044,132,UK
2023-05-29,U00440,Organic,Inactive,2023-06-05,2023-07-10,0,0,471,India
2023-09-18,U00441,Organic,Monthly,2023-09-21,,3,453,362,Brazil
2023-02-28,U00442,Referral,Free Trial,2023-03-13,,2,308,461,UK
2023-05-21,U00443,Organic,Free Trial,2023-05-25,,4,1156,371,India
2023-02-05,U00444,Organic,Inactive,2023-02-07,2023-03-23,0,0,212,UK
2023-11-16,U00445,Social Media,Free Trial,2023-11-26,,2,902,496,Germany
2023-06-28,U00446,Referral,Free Trial,2023-06-29,,1,200,489,India
2023-09-10,U00447,Referral,Monthly,2023-09-16,,3,897,13,Germany
2023-12-20,U00448,Social Media,Monthly,2024-01-03,,6,1128,138,France
2023-12-08,U00449,Organic,Monthly,2023-12-20,,9,1089,35,France
2023-08-15,U00450,Organic,Free Trial,2023-08-17,,5,1115,298,USA
2023-12-02,U00451,Social Media,Free Trial,2023-12-11,,3,441,474,Germany
2023-12-20,U00452,PPC,Free Trial,2023-12-22,,5,1915,36,Germany
2023-12-06,U00453,PPC,Free Trial,2023-12-20,,5,1045,51,USA
2023-08-01,U00454,Referral,Monthly,2023-08-03,,5,2070,462,France
2023-08-14,U00455,Organic,Annual,2023-08-19,,7,3010,1321,France
2023-07-18,U00456,PPC,Free Trial,2023-07-28,,5,80,73,India
2023-03-08,U00457,Organic,Monthly,2023-03-14,,7,2485,34,India
2023-01-04,U00458,PPC,Monthly,2023-01-16,,9,198,81,Brazil
2023-08-05,U00459,Organic,Inactive,2023-08-08,2023-09-16,0,0,491,France
2023-02-17,U00460,Organic,Inactive,2023-02-19,2023-03-23,0,0,370,Brazil
2023-09-01,U00461,Organic,Inactive,2023-09-10,2023-10-14,0,0,397,UK
2023-09-10,U00462,PPC,Free Trial,2023-09-24,,8,3184,277,Germany
2023-05-03,U00463,Social Media,Free Trial,2023-05-04,,4,1700,323,India
2023-05-01,U00464,PPC,Monthly,2023-05-12,,2,562,104,UK
2023-12-03,U00465,Referral,Free Trial,2023-12-11,,3,630,404,India
2023-04-30,U00466,Organic,Monthly,2023-05-04,,9,1431,366,USA
2023-03-04,U00467,Organic,Annual,2023-03-14,,9,4113,1492,Germany
2023-12-25,U00468,Social Media,Inactive,2024-01-02,2024-01-17,0,0,324,Brazil
2023-07-17,U00469,Organic,Inactive,2023-07-18,2023-08-03,0,0,126,Brazil
2023-08-26,U00470,Referral,Monthly,2023-08-29,,8,2416,173,India
2023-11-09,U00471,Organic,Monthly,2023-11-22,,8,2744,374,France
2023-08-23,U00472,Referral,Monthly,2023-09-02,,8,2248,287,Brazil
2023-04-09,U00473,Organic,Free Trial,2023-04-14,,1,52,74,USA
2023-05-20,U00474,Social Media,Annual,2023-05-27,,6,2862,643,USA
2023-07-22,U00475,PPC,Free Trial,2023-07-30,,9,2952,269,France
2023-08-05,U00476,Referral,Monthly,2023-08-08,,8,192,237,USA
2023-08-20,U00477,Organic,Monthly,2023-09-02,,3,771,209,Germany
2023-02-02,U00478,PPC,Monthly,2023-02-07,,1,181,482,India
2023-12-16,U00479,Referral,Annual,2023-12-19,,2,454,1529,USA
2023-02-16,U00480,PPC,Monthly,2023-02-18,,2,292,189,Germany
2023-09-04,U00481,PPC,Inactive,2023-09-16,2023-10-18,0,0,367,France
2023-04-01,U00482,PPC,Free Trial,2023-04-06,,6,1416,237,India
2023-07-05,U00483,PPC,Monthly,2023-07-18,,2,106,493,France
2023-10-10,U00484,PPC,Annual,2023-10-23,,8,232,1373,India
2023-02-24,U00485,PPC,Monthly,2023-03-08,,9,1152,308,USA
2023-08-22,U00486,Referral,Inactive,2023-09-03,2023-09-28,0,0,370,USA
2023-06-14,U00487,Organic,Free Trial,2023-06-23,,4,972,439,India
2023-12-04,U00488,Organic,Monthly,2023-12-07,,1,467,13,Germany
2023-08-05,U00489,Referral,Monthly,2023-08-10,,4,1508,150,Germany
2023-03-01,U00490,Social Media,Inactive,2023-03-02,2023-04-19,0,0,175,Germany
2023-06-15,U00491,PPC,Free Trial,2023-06-17,,8,3408,263,UK
2023-05-29,U00492,PPC,Annual,2023-06-06,,4,1380,1009,Brazil
2023-01-23,U00493,Organic,Monthly,2023-02-01,,4,1460,162,Brazil
2023-11-07,U00494,Organic,Free Trial,2023-11-19,,2,542,76,Brazil
2023-07-31,U00495,PPC,Monthly,2023-08-08,,7,644,64,Germany
2023-02-24,U00496,Organic,Monthly,2023-02-25,,4,160,105,USA
2023-01-09,U00497,PPC,Monthly,2023-01-16,,6,1986,176,UK
2023-08-03,U00498,Organic,Inactive,2023-08-13,2023-10-03,0,0,330,Germany
2023-05-31,U00499,Referral,Monthly,2023-06-02,,7,1701,340,USA
2023-12-25,U00500,Referral,Monthly,2024-01-01,,6,222,395,UK
2023-08-16,U00501,PPC,Monthly,2023-08-30,,3,783,462,USA
2023-06-26,U00502,PPC,Free Trial,2023-07-09,,4,1332,385,India
2023-02-02,U00503,Organic,Free Trial,2023-02-03,,5,1310,351,USA
2023-12-30,U00504,Social Media,Monthly,2024-01-02,,9,4122,71,UK
2023-03-27,U00505,PPC,Monthly,2023-04-06,,6,1488,183,Germany
2023-10-21,U00506,Organic,Free Trial,2023-11-02,,4,1996,262,Brazil
2023-12-07,U00507,Referral,Monthly,2023-12-15,,7,2653,470,UK
2023-12-20,U00508,Social Media,Monthly,2023-12-23,,2,946,121,Germany
2023-07-26,U00509,Referral,Free Trial,2023-08-08,,4,1752,224,Germany
2023-06-16,U00510,Social Media,Monthly,2023-06-19,,5,1615,248,France
2022-12-31,U00511,PPC,Free Trial,2023-01-14,,4,736,424,India
2023-09-09,U00512,PPC,Inactive,2023-09-22,2023-11-08,0,0,236,France
2023-08-30,U00513,Referral,Inactive,2023-09-04,2023-09-24,0,0,239,Brazil
2023-01-20,U00514,Social Media,Annual,2023-01-23,,2,858,505,UK
2023-02-11,U00515,Organic,Free Trial,2023-02-19,,6,2364,172,France
2023-07-02,U00516,Organic,Annual,2023-07-06,,8,2432,872,Brazil
2023-03-30,U00517,Organic,Inactive,2023-04-12,2023-06-05,0,0,438,Germany
2023-11-01,U00518,Social Media,Annual,2023-11-12,,7,3381,721,UK
2023-06-22,U00519,Referral,Free Trial,2023-06-29,,4,848,342,France
2023-10-13,U00520,Organic,Monthly,2023-10-14,,7,1813,447,USA
2023-08-06,U00521,PPC,Inactive,2023-08-13,2023-09-12,0,0,208,Brazil
2023-08-10,U00522,Organic,Monthly,2023-08-15,,6,1596,206,Brazil
2023-04-05,U00523,Referral,Monthly,2023-04-10,,2,168,131,India
2023-07-29,U00524,Social Media,Monthly,2023-08-03,,8,2824,422,USA
2023-09-01,U00525,Social Media,Monthly,2023-09-04,,8,1688,465,UK
2023-07-06,U00526,PPC,Free Trial,2023-07-10,,7,1057,273,France
2023-04-18,U00527,PPC,Monthly,2023-05-02,,9,1935,63,Germany
2023-08-23,U00528,Organic,Free Trial,2023-08-25,,8,1664,144,France
2023-12-19,U00529,Organic,Monthly,2023-12-20,,9,3744,348,UK
2023-05-13,U00530,Social Media,Free Trial,2023-05-18,,9,1620,368,UK
2023-05-08,U00531,Social Media,Monthly,2023-05-11,,6,2490,160,UK
2023-05-08,U00532,Referral,Free Trial,2023-05-18,,2,650,109,UK
2023-11-01,U00533,Referral,Monthly,2023-11-08,,7,1659,243,Brazil
2023-12-14,U00534,PPC,Annual,2023-12-22,,3,1260,1921,France
2023-11-05,U00535,Social Media,Free Trial,2023-11-10,,7,3143,71,USA
2023-07-22,U00536,Referral,Free Trial,2023-07-23,,9,3555,438,Germany
2023-09-03,U00537,Social Media,Free Trial,2023-09-12,,2,864,205,Germany
2023-05-21,U00538,Organic,Inactive,2023-06-02,2023-07-13,0,0,39,India
2023-03-27,U00539,PPC,Monthly,2023-04-02,,6,2250,252,Brazil
2023-01-01,U00540,Organic,Monthly,2023-01-02,,9,2556,115,UK
2023-05-23,U00541,Referral,Free Trial,2023-05-25,,9,639,304,UK
2023-11-22,U00542,PPC,Monthly,2023-12-03,,5,1680,142,UK
2023-05-24,U00543,Organic,Inactive,2023-05-30,2023-06-15,0,0,460,Brazil
2023-09-27,U00544,PPC,Inactive,2023-10-09,2023-11-30,0,0,31,USA
2023-10-20,U00545,PPC,Monthly,2023-10-22,,8,3648,165,UK
2023-11-23,U00546,Organic,Free Trial,2023-12-07,,7,2632,415,India
2023-06-05,U00547,Organic,Free Trial,2023-06-18,,8,1136,393,India
2023-05-12,U00548,PPC,Free Trial,2023-05-23,,6,486,223,USA
2023-01-24,U00549,PPC,Free Trial,2023-01-25,,3,261,235,Brazil
2023-06-24,U00550,Social Media,Free Trial,2023-07-03,,7,1386,294,UK
2023-11-01,U00551,PPC,Free Trial,2023-11-05,,8,2920,180,France
2023-09-15,U00552,Social Media,Monthly,2023-09-17,,8,640,51,France
2023-11-16,U00553,PPC,Inactive,2023-11-29,2024-01-05,0,0,69,Germany
2023-06-18,U00554,PPC,Monthly,2023-07-02,,7,2205,384,USA
2023-02-24,U00555,Social Media,Inactive,2023-03-09,2023-04-09,0,0,86,France
2023-09-10,U00556,PPC,Annual,2023-09-17,,2,466,775,Germany
2023-05-15,U00557,Organic,Free Trial,2023-05-29,,2,674,211,India
2023-02-14,U00558,Organic,Annual,2023-02-18,,8,2072,1274,Germany
2023-08-01,U00559,Social Media,Free Trial,2023-08-11,,9,765,461,UK
2023-03-06,U00560,PPC,Monthly,2023-03-20,,3,249,196,UK
2023-06-19,U00561,Social Media,Monthly,2023-06-22,,3,453,105,India
2023-04-10,U00562,Organic,Inactive,2023-04-15,2023-05-19,0,0,351,USA
2023-05-18,U00563,Organic,Free Trial,2023-05-19,,1,111,221,Brazil
2023-06-24,U00564,Organic,Free Trial,2023-06-25,,6,618,377,UK
2023-12-15,U00565,Organic,Inactive,2023-12-19,2024-02-04,0,0,349,UK
2023-05-02,U00566,PPC,Free Trial,2023-05-09,,4,296,271,Germany
2023-11-26,U00567,Organic,Monthly,2023-12-10,,9,1818,338,Germany
2022-12-31,U00568,PPC,Annual,2023-01-06,,3,1350,742,Germany
2023-01-09,U00569,Referral,Inactive,2023-01-20,2023-02-17,0,0,86,France
2023-03-07,U00570,Organic,Inactive,2023-03-13,2023-04-01,0,0,40,India
2023-01-11,U00571,PPC,Inactive,2023-01-22,2023-02-12,0,0,48,USA
2023-10-16,U00572,Social Media,Free Trial,2023-10-27,,7,1484,315,Germany
2023-07-22,U00573,Organic,Inactive,2023-07-30,2023-09-17,0,0,343,USA
2023-08-24,U00574,PPC,Monthly,2023-08-28,,1,309,223,Germany
2023-02-19,U00575,Social Media,Monthly,2023-03-03,,8,1632,135,UK
2023-05-13,U00576,Referral,Free Trial,2023-05-14,,8,3704,174,USA
2023-05-22,U00577,Organic,Monthly,2023-06-04,,2,142,255,France
2023-10-10,U00578,Referral,Inactive,2023-10-23,2023-12-13,0,0,118,Germany
2023-11-22,U00579,PPC,Inactive,2023-11-28,2024-01-15,0,0,97,Brazil
2023-03-02,U00580,Organic,Monthly,2023-03-12,,1,310,209,India
2023-10-15,U00581,PPC,Free Trial,2023-10-23,,4,1104,280,UK
2023-04-21,U00582,Referral,Monthly,2023-04-30,,5,2325,60,Germany
2023-06-23,U00583,PPC,Inactive,2023-07-02,2023-08-29,0,0,498,USA
2023-02-20,U00584,Organic,Annual,2023-02-27,,2,422,1181,Germany
2023-12-01,U00585,PPC,Monthly,2023-12-04,,6,1026,32,UK
2023-03-10,U00586,Organic,Free Trial,2023-03-14,,8,2824,162,India
2023-08-06,U00587,Organic,Monthly,2023-08-11,,7,2177,232,India
2023-04-23,U00588,Organic,Monthly,2023-04-25,,1,121,439,India
2023-03-31,U00589,Organic,Inactive,2023-04-13,2023-05-27,0,0,230,Brazil
2023-06-07,U00590,Organic,Monthly,2023-06-15,,3,123,160,UK
2023-06-14,U00591,Organic,Monthly,2023-06-28,,6,2808,275,Brazil
2023-10-08,U00592,PPC,Monthly,2023-10-20,,9,963,82,Brazil
2023-04-22,U00593,Organic,Free Trial,2023-05-06,,9,4329,378,Germany
2023-06-01,U00594,Organic,Inactive,2023-06-02,2023-08-01,0,0,86,UK
2023-08-16,U00595,Social Media,Monthly,2023-08-27,,9,2430,41,UK
2023-05-10,U00596,PPC,Monthly,2023-05-11,,8,1600,378,Germany
2023-02-18,U00597,PPC,Monthly,2023-02-26,,5,190,444,France
2023-04-28,U00598,Organic,Monthly,2023-05-04,,9,513,434,Brazil
2023-03-03,U00599,Organic,Monthly,2023-03-12,,7,1813,74,India
2023-04-17,U00600,Organic,Annual,2023-04-28,,5,1175,938,USA
2023-04-27,U00601,Organic,Free Trial,2023-05-11,,8,2248,366,Brazil
2023-06-29,U00602,Organic,Monthly,2023-06-30,,7,1134,433,USA
2023-07-28,U00603,Organic,Free Trial,2023-08-10,,9,4446,27,Germany
2023-01-16,U00604,Organic,Monthly,2023-01-17,,1,337,173,USA
2023-08-22,U00605,Organic,Free Trial,2023-08-24,,9,2646,296,France
2023-11-13,U00606,PPC,Monthly,2023-11-21,,7,1323,63,UK
2023-10-09,U00607,Organic,Inactive,2023-10-12,2023-12-09,0,0,72,India
2023-05-13,U00608,Organic,Inactive,2023-05-22,2023-07-20,0,0,266,USA
2023-02-24,U00609,PPC,Monthly,2023-02-27,,5,1215,248,USA
2023-02-13,U00610,PPC,Monthly,2023-02-19,,8,256,445,Germany
2023-06-29,U00611,Organic,Free Trial,2023-07-05,,9,3843,493,Germany
2023-10-21,U00612,Social Media,Monthly,2023-10-23,,6,2760,450,UK
2023-09-23,U00613,PPC,Inactive,2023-09-24,2023-11-07,0,0,18,India
2023-01-21,U00614,Organic,Free Trial,2023-02-02,,6,2274,479,USA
2023-12-19,U00615,Social Media,Monthly,2023-12-27,,6,1524,129,UK
2023-03-19,U00616,Referral,Inactive,2023-03-30,2023-04-21,0,0,357,India
2023-05-19,U00617,Organic,Inactive,2023-05-20,2023-06-17,0,0,99,UK
2023-08-10,U00618,Organic,Free Trial,2023-08-17,,2,764,381,USA
2023-07-28,U00619,Social Media,Monthly,2023-08-05,,3,882,467,Germany
2023-06-25,U00620,Social Media,Free Trial,2023-07-09,,3,54,321,Germany
2023-06-19,U00621,Organic,Free Trial,2023-06-23,,5,2295,184,Germany
2023-07-29,U00622,Organic,Inactive,2023-08-06,2023-10-05,0,0,12,France
2023-08-08,U00623,Organic,Inactive,2023-08-22,2023-09-25,0,0,139,UK
2023-11-12,U00624,PPC,Annual,2023-11-16,,5,720,1613,USA
2023-04-21,U00625,PPC,Free Trial,2023-05-05,,6,714,302,UK
2023-10-18,U00626,Organic,Inactive,2023-10-27,2023-12-18,0,0,193,Germany
2023-11-25,U00627,PPC,Monthly,2023-12-03,,2,290,424,Brazil
2023-09-23,U00628,Social Media,Monthly,2023-09-26,,4,420,362,Brazil
2023-05-13,U00629,Organic,Monthly,2023-05-18,,6,768,233,UK
2023-05-13,U00630,Organic,Free Trial,2023-05-22,,5,1915,21,India
2023-09-18,U00631,Social Media,Annual,2023-10-02,,1,283,1403,Brazil
2023-02-15,U00632,Social Media,Monthly,2023-02-23,,9,3303,204,Brazil
2023-07-04,U00633,PPC,Free Trial,2023-07-10,,3,1125,256,UK
2023-05-15,U00634,PPC,Free Trial,2023-05-27,,2,694,377,France
2023-12-21,U00635,Organic,Free Trial,2023-12-30,,9,1674,163,France
2023-09-16,U00636,PPC,Free Trial,2023-09-23,,7,2590,87,Germany
2023-09-07,U00637,PPC,Monthly,2023-09-20,,5,1230,149,USA
2023-02-12,U00638,Organic,Inactive,2023-02-19,2023-04-06,0,0,99,India
2023-10-11,U00639,Organic,Free Trial,2023-10-13,,4,1144,153,USA
2023-01-24,U00640,Organic,Free Trial,2023-02-03,,1,147,446,USA
2023-01-08,U00641,Organic,Monthly,2023-01-12,,4,1484,81,India
2023-10-16,U00642,Organic,Inactive,2023-10-25,2023-11-27,0,0,442,France
2023-02-12,U00643,Organic,Monthly,2023-02-25,,1,53,186,Brazil
2023-01-26,U00644,Organic,Monthly,2023-02-03,,3,396,357,Germany
2023-07-11,U00645,Organic,Monthly,2023-07-21,,5,725,272,UK
2023-03-27,U00646,Social Media,Free Trial,2023-04-03,,7,2632,280,France
2023-08-29,U00647,PPC,Free Trial,2023-09-12,,9,3438,114,Germany
2023-04-11,U00648,PPC,Annual,2023-04-19,,6,810,1547,Brazil
2023-05-09,U00649,Social Media,Monthly,2023-05-23,,3,1344,81,France
2023-05-05,U00650,PPC,Monthly,2023-05-16,,7,1988,83,India
2023-12-26,U00651,Organic,Annual,2024-01-02,,4,292,724,USA
2023-05-16,U00652,PPC,Monthly,2023-05-24,,3,915,71,India
2023-04-19,U00653,PPC,Free Trial,2023-04-21,,7,1687,155,Brazil
2023-10-01,U00654,Social Media,Monthly,2023-10-05,,7,420,55,UK
2023-03-23,U00655,PPC,Free Trial,2023-04-05,,4,584,238,India
2023-03-13,U00656,Organic,Free Trial,2023-03-22,,7,1169,114,Brazil
2023-03-14,U00657,Organic,Monthly,2023-03-17,,2,130,118,USA
2023-07-04,U00658,Organic,Inactive,2023-07-11,2023-09-02,0,0,326,France
2023-08-14,U00659,PPC,Inactive,2023-08-18,2023-10-06,0,0,130,Germany
2023-11-14,U00660,PPC,Monthly,2023-11-17,,4,1748,52,Brazil
2023-02-27,U00661,Organic,Free Trial,2023-03-05,,8,3616,437,Brazil
2023-05-09,U00662,Referral,Free Trial,2023-05-18,,3,1224,108,UK
2023-08-24,U00663,PPC,Inactive,2023-09-01,2023-10-04,0,0,203,France
2023-02-27,U00664,Organic,Monthly,2023-03-06,,6,2010,320,Brazil
2023-01-21,U00665,Organic,Monthly,2023-01-24,,9,1233,223,Brazil
2023-06-04,U00666,Organic,Annual,2023-06-15,,9,1215,1596,Germany
2023-07-08,U00667,Organic,Annual,2023-07-21,,4,1304,711,USA
2023-01-19,U00668,Organic,Inactive,2023-01-31,2023-03-15,0,0,432,India
2023-11-05,U00669,Organic,Free Trial,2023-11-11,,6,2898,493,France
2023-05-11,U00670,Organic,Annual,2023-05-22,,2,772,1691,Germany
2023-06-28,U00671,Organic,Inactive,2023-07-12,2023-09-08,0,0,194,Germany
2023-04-27,U00672,Social Media,Free Trial,2023-05-04,,2,832,121,India
2023-03-16,U00673,Organic,Monthly,2023-03-17,,8,2736,408,France
2023-11-11,U00674,PPC,Monthly,2023-11-21,,4,736,356,France
2023-12-13,U00675,PPC,Inactive,2023-12-19,2024-01-21,0,0,281,USA
2023-09-16,U00676,Referral,Free Trial,2023-09-29,,8,3600,322,France
2023-08-28,U00677,Organic,Monthly,2023-09-06,,8,1080,493,Brazil
2023-06-18,U00678,Organic,Free Trial,2023-06-29,,6,1146,111,India
2023-08-23,U00679,Referral,Annual,2023-08-28,,4,912,1185,France
2023-09-25,U00680,Social Media,Free Trial,2023-10-01,,1,445,236,USA
2023-05-16,U00681,Social Media,Free Trial,2023-05-29,,7,2009,290,Germany
2023-04-29,U00682,Organic,Monthly,2023-05-11,,8,3952,31,Brazil
2023-06-27,U00683,Organic,Inactive,2023-07-07,2023-07-24,0,0,257,France
2023-04-28,U00684,PPC,Free Trial,2023-05-06,,2,864,168,India
2023-10-06,U00685,Referral,Free Trial,2023-10-10,,1,492,388,France
2023-05-22,U00686,PPC,Annual,2023-05-27,,4,600,848,UK
2023-05-17,U00687,PPC,Monthly,2023-05-21,,5,1715,427,USA
2023-12-14,U00688,Organic,Inactive,2023-12-19,2024-01-25,0,0,352,Germany
2023-12-08,U00689,Social Media,Free Trial,2023-12-17,,5,1870,409,UK
2023-11-14,U00690,Organic,Monthly,2023-11-23,,6,1218,463,India
2023-03-04,U00691,Organic,Free Trial,2023-03-12,,3,357,196,France
2023-04-13,U00692,PPC,Free Trial,2023-04-21,,7,427,152,USA
2023-02-13,U00693,PPC,Monthly,2023-02-15,,6,672,347,Brazil
2023-08-07,U00694,Organic,Monthly,2023-08-15,,4,440,367,France
2023-07-25,U00695,Organic,Annual,2023-08-02,,3,453,1911,France
